dataset,split,Gaussian Process,XGBoost,FFNN,gp_rmse,xgb_rmse,ffnn_rmse
A2a,RND_00,0.7528139331752868,0.5635890931697954,0.7070862089048131,0.675239755262217,0.8972093859492809,0.7350483721295904
A2a,RND_01,0.5953497760905659,0.21409866369735175,0.4855212016183392,0.8561760821522126,1.1931834268814696,0.9653992119268494
A2a,RND_02,0.6178800543700693,0.39474225031524035,0.5998778206484539,0.8093095334133268,1.018556165665864,0.8281540221070312
A2a,RND_03,0.688749546894165,0.6873821485786815,0.6089798832853459,0.6751237484536229,0.6766051139725483,0.7567073276697636
A2a,RND_04,0.4969126730972042,-0.02754564335375953,0.3436539504095505,0.6333643711138129,0.9051748978266925,0.7234331045874581
A2a,RND_05,0.8135948427064738,0.7651207704131766,0.7850204035502485,0.4701433373703024,0.5277443966065741,0.5048936929759079
A2a,RND_06,0.5937813673567465,0.5370495170636049,0.5135690731026208,0.8304499742019341,0.8865450855616178,0.9087494176942635
A2a,RND_07,0.8022527390593903,0.5867818143903962,0.6315358886176935,0.505935915501349,0.7313579476020042,0.690617960865319
A2a,RND_08,0.4910184270615666,0.372690841763746,0.48466701266049217,0.7396653769294163,0.8211548729825713,0.7442660897615855
A2a,RND_09,0.513085612471835,0.3321335739020145,0.3857238259417882,0.7262010233368986,0.8505020383244031,0.815666053549443
A2a,SCAF_00,0.012975648261492556,-0.3013526528467665,-0.009198791189165112,1.044127613051152,1.198911561675991,1.0557911281381709
A2a,SCAF_01,0.37440132153676076,0.3863785186381117,0.1796517653566544,0.690115715155116,0.6834775960439929,0.7902656948455717
A2a,SCAF_02,0.5977982980338175,0.7579983074413128,0.7025881670958027,1.0593749838864603,0.8217447970379331,0.9109758899307632
A2a,SCAF_03,0.28762731254032603,-0.2809692470313718,0.354049961002448,0.8409768783410243,1.127716090872383,0.8008107415818677
A2a,SCAF_04,0.642141952520045,0.6851892485022911,0.6802848875471578,1.040471355862104,0.9758869548607779,0.9834591315915029
A2a,SCAF_05,0.4253178696797847,0.32499374356752053,0.45720399151323965,0.6765328739435826,0.7332109752604138,0.657496402277837
A2a,SCAF_06,0.2171754030344598,0.06764545205898853,0.08953315249306482,0.9969945391061915,1.0880556157373298,1.0752083199840248
A2a,SCAF_07,0.44197718454234036,0.7576419944739697,0.5773181769822735,1.3070802398796777,0.8614001758349703,1.1375829050149968
A2a,SCAF_08,0.16901829284551062,0.09536337230493641,0.14936456177144686,1.0369165070414135,1.081895066467916,1.0491070183085327
A2a,SCAF_09,0.35682954598847816,-0.24075751956378433,0.3010230672611981,0.8349054540199177,1.159625383581633,0.8703735348774794
ABL1,RND_00,0.5182917433801801,0.3835655450717985,0.4404138118289119,0.7965398169698467,0.901070760857735,0.8585170766642127
ABL1,RND_01,0.584455541827854,0.4516984178037027,0.5014163574287467,0.6697577600032624,0.7693407850913324,0.7336315835238699
ABL1,RND_02,0.5672347839985334,0.48617890837436284,0.588934940754175,0.7786904554497556,0.8484859239606736,0.7589164381357627
ABL1,RND_03,0.46505613373887,0.3432314066394123,0.4277487814376363,0.803034018615574,0.8897869373782904,0.8305641862346024
ABL1,RND_04,0.5418255548486768,0.48044444672335573,0.36175764488655127,0.7179197055264449,0.7644981491586262,0.847331308165555
ABL1,RND_05,0.44769185077555174,0.38804887285628853,0.29353412508590027,0.8085720450974649,0.8511113189144687,0.9144786928923779
ABL1,RND_06,0.5474432256370265,0.37097363332075206,0.5340440270042894,0.7836397622089478,0.9238774224481721,0.7951560554817362
ABL1,RND_07,0.5332786941913559,0.37124071533669356,0.43480796567478885,0.7427996257701825,0.8621544386411895,0.817411755228575
ABL1,RND_08,0.5606793753856798,0.31998194827573834,0.48171555816991884,0.7230405864511414,0.8995640702947338,0.785336831867101
ABL1,RND_09,0.5112876481135225,0.38486823059980957,0.425153232600617,0.7705039044593404,0.8644348447528047,0.8356496444122045
ABL1,SCAF_00,0.2751163593106575,0.12736511787222604,0.2153373732914824,0.8383929744501102,0.9198770115845474,0.8722780919802735
ABL1,SCAF_01,0.4598833916904018,0.33289151826627394,0.3441066115452698,0.7922901065342952,0.8805189319595199,0.8730861390757789
ABL1,SCAF_02,0.4557432040205188,0.4046678149166192,0.3923065195839559,0.7358669578364091,0.7696212549386799,0.7775702942062347
ABL1,SCAF_03,0.43725132178877335,0.30983599204917167,0.4319771364919823,0.7937642768345343,0.8790436912948482,0.7974752553478934
ABL1,SCAF_04,0.4811123439134307,0.47351787304184334,0.42155918584476304,0.9137167546539242,0.9203790723099902,0.9647268886828942
ABL1,SCAF_05,0.3587874904709383,0.2812498927439103,0.36579267220719824,1.0165065903373929,1.0762128337300745,1.010938725702581
ABL1,SCAF_06,0.3086730649665689,0.07890142978524572,0.2956834845041785,0.9139511565318785,1.0549558915917423,0.9224974703551827
ABL1,SCAF_07,0.29169733451807855,0.3083950740694623,0.30055480953253366,1.032162190822199,1.019923379693898,1.0256881839170673
ABL1,SCAF_08,0.36756600364838266,0.27773446488582454,0.2630669187348105,0.9725016970056631,1.039276746267174,1.049776364549392
ABL1,SCAF_09,0.47284127461424386,0.2199460554624767,0.4170885979668182,0.8709907385180724,1.0595102342515048,0.9158916773940866
Acetylcholinesterase,RND_00,0.7224374756348384,0.6772096664273795,0.6816853141493151,0.6740568694458646,0.7269028724745957,0.7218458477146614
Acetylcholinesterase,RND_01,0.7038730079542425,0.6453283129417224,0.638860219578428,0.6935313094685854,0.7589974814990132,0.7658870728594238
Acetylcholinesterase,RND_02,0.7084397719058497,0.6637872964622571,0.6240791517502917,0.6772852891755755,0.72730163101493,0.7690520037552063
Acetylcholinesterase,RND_03,0.663667450431438,0.6241717717245614,0.6554563218860587,0.7389566335303491,0.781140581501901,0.7479225804943623
Acetylcholinesterase,RND_04,0.6780374956441506,0.6379347125022666,0.6408240137671313,0.7170584761543646,0.7604057113191679,0.7573655940199226
Acetylcholinesterase,RND_05,0.6752057070730633,0.6580704882864381,0.6424659865341242,0.7189694469216106,0.7376910822858875,0.7543361526894525
Acetylcholinesterase,RND_06,0.666773955744751,0.6005034161417405,0.6095978045026987,0.7087020858239159,0.7759804452220228,0.7670971475429796
Acetylcholinesterase,RND_07,0.6830488535481567,0.640914127784717,0.6507746151409106,0.7053564792784468,0.7507782037430905,0.7403982760391382
Acetylcholinesterase,RND_08,0.6694270097289785,0.6341085115578128,0.629088971061748,0.7208077965551717,0.7583364754731998,0.7635204364771696
Acetylcholinesterase,RND_09,0.6695758325255834,0.6226501245772751,0.6149020920092609,0.7129400551317144,0.7618846410189967,0.7696666926178518
Acetylcholinesterase,SCAF_00,0.38052038066622695,0.33841600124772964,0.3174927453559463,0.958185795123524,0.9902132041666653,1.0057495637544671
Acetylcholinesterase,SCAF_01,0.4405448373947626,0.39686801602960253,0.32595657370737485,0.9830194891552363,1.0206707404909914,1.0790049176141068
Acetylcholinesterase,SCAF_02,0.3126256251662505,0.25370720508989497,0.26066846550865697,1.0495103992657489,1.0935652511453353,1.0884530297819306
Acetylcholinesterase,SCAF_03,0.3795117072457319,0.3362489229315385,0.28893188992947594,0.9669211235222781,1.0000618759436901,1.0350941475387592
Acetylcholinesterase,SCAF_04,0.49823642191549744,0.43143537314720615,0.4283302812408888,0.9002793513043549,0.9583356426519488,0.9609489502264081
Acetylcholinesterase,SCAF_05,0.417992287712873,0.26728939145078023,0.373141077991636,1.0152991816108763,1.1391893234438175,1.0536941576911596
Acetylcholinesterase,SCAF_06,0.4334697737603558,0.36550746176366544,0.3627732956086138,0.9283831424475122,0.9824918637355312,0.9846064735221753
Acetylcholinesterase,SCAF_07,0.47425981745520074,0.46884230432744456,0.4016565393994702,0.8958520662052293,0.9004559102321146,0.9557096877485529
Acetylcholinesterase,SCAF_08,0.5401971434660628,0.47919366466679325,0.46908578739532103,0.8073913117559922,0.8592832941326154,0.8675817642894796
Acetylcholinesterase,SCAF_09,0.48999718292509686,0.438575016033256,0.4223335348897941,0.9224640520590163,0.9678521765709701,0.9817518801671262
Aurora-A,RND_00,0.6873572165558928,0.6330098361811862,0.6474705734604074,0.8304854201229004,0.8997772750128781,0.8818718816810921
Aurora-A,RND_01,0.695197482408483,0.6394182816332705,0.651847766179559,0.7695841923405956,0.83704482471759,0.8224915722309684
Aurora-A,RND_02,0.6683236317307006,0.6235937763635802,0.6132047832322967,0.8292889268478936,0.8834398787589246,0.895548579116908
Aurora-A,RND_03,0.7366387601482358,0.7162618875121838,0.67094687069299,0.7587320195076633,0.7875376418450835,0.848096939253927
